DEF_HARPNUM,Minimum,Maximum
794,2011-08-14 22:24:00,2011-08-28 15:24:00
4719,2014-10-20 03:24:00,2014-10-20 15:24:00
1690,2012-05-20 20:24:00,2012-05-30 02:24:00
7202,2017-12-06 00:48:00,2017-12-07 21:36:00
1704,2012-05-24 20:00:00,2012-05-26 06:00:00
3030,2013-07-30 22:12:00,2013-08-08 16:12:00
3047,2013-08-05 17:48:00,2013-08-12 12:12:00
1773,2012-06-12 19:36:00,2012-06-14 08:36:00
7275,2018-06-19 10:48:00,2018-06-27 13:00:00
5541,2015-05-04 16:36:00,2015-05-18 18:00:00
5861,2015-08-07 19:24:00,2015-08-08 13:48:00
5982,2015-09-22 07:00:00,2015-09-29 18:36:00
4224,2014-06-09 08:48:00,2014-06-16 01:36:00
6510,2016-04-24 12:24:00,2016-05-03 19:12:00
2658,2013-04-11 20:24:00,2013-04-12 00:24:00
6847,2016-11-16 10:24:00,2016-11-23 12:12:00
6589,2016-05-28 10:12:00,2016-06-01 19:00:00
854,2011-09-11 01:24:00,2011-09-19 15:48:00
15,2010-05-05 13:00:00,2010-05-05 18:48:00
2011,2012-09-03 11:24:00,2012-09-16 17:24:00
4517,2014-08-30 08:48:00,2014-09-07 06:12:00
6223,2016-01-01 06:00:00,2016-01-12 16:36:00
6254,2016-01-08 06:36:00,2016-01-16 18:00:00
2066,2012-09-25 02:00:00,2012-10-03 13:36:00
62,2010-06-16 04:48:00,2010-06-21 01:00:00
2088,2012-09-29 12:24:00,2012-10-05 06:12:00
4840,2014-11-15 11:48:00,2014-11-16 12:36:00
574,2011-05-03 20:00:00,2011-05-06 18:36:00
6359,2016-02-14 07:36:00,2016-02-26 22:36:00
3697,2014-01-29 23:12:00,2014-01-30 06:24:00
3703,2014-02-01 07:36:00,2014-02-12 20:48:00
5308,2015-03-07 10:00:00,2015-03-08 06:12:00
6613,2016-06-09 18:00:00,2016-06-22 23:12:00
4127,2014-05-11 02:48:00,2014-05-13 05:36:00
2421,2013-01-24 23:48:00,2013-01-25 21:24:00
2998,2013-07-22 04:24:00,2013-07-30 22:24:00
4150,2014-05-18 00:36:00,2014-05-18 05:00:00
6664,2016-07-07 11:12:00,2016-07-18 21:36:00
2976,2013-07-15 16:36:00,2013-07-20 07:12:00
133,2010-08-13 00:00:00,2010-08-14 16:36:00
6769,2016-09-19 01:00:00,2016-09-30 16:48:00
2901,2013-06-25 19:00:00,2013-06-26 11:24:00
1470,2012-03-11 18:24:00,2012-03-17 11:00:00
3344,2013-11-02 09:36:00,2013-11-11 02:12:00
3333,2013-10-31 00:36:00,2013-10-31 08:00:00
5635,2015-05-30 22:48:00,2015-06-11 01:36:00
1593,2012-04-18 20:24:00,2012-04-21 05:00:00
1950,2012-08-19 12:00:00,2012-08-19 22:00:00
5738,2015-07-01 17:36:00,2015-07-14 00:48:00
2871,2013-06-17 16:48:00,2013-06-18 00:24:00
6619,2016-06-11 23:48:00,2016-06-15 07:00:00
4057,2014-04-23 00:12:00,2014-05-01 08:24:00
6763,2016-09-17 22:12:00,2016-09-18 01:24:00
6680,2016-07-13 16:12:00,2016-07-21 08:00:00
6714,2016-08-19 22:36:00,2016-08-20 02:36:00
4020,2014-04-14 16:24:00,2014-04-16 01:36:00
3339,2013-11-01 21:12:00,2013-11-06 20:00:00
5648,2015-06-03 21:24:00,2015-06-05 05:12:00
1820,2012-06-30 11:24:00,2012-07-05 17:36:00
5732,2015-06-30 18:24:00,2015-07-02 14:36:00
7192,2017-11-20 03:36:00,2017-12-01 09:36:00
1500,2012-03-22 23:24:00,2012-04-05 10:12:00
3243,2013-09-29 11:00:00,2013-09-30 10:36:00
5745,2015-07-03 12:24:00,2015-07-16 00:12:00
68,2010-06-24 21:00:00,2010-06-27 04:24:00
590,2011-05-08 15:12:00,2011-05-11 15:24:00
6229,2016-01-03 00:00:00,2016-01-08 09:12:00
2161,2012-10-27 06:24:00,2012-11-04 14:48:00
